Format Version,1.23,Take Name,FloorBottom_240610_003,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-06-10 12.17.55.129 PM,Capture Start Frame,1039418,Total Frames in Take,2308,Total Exported Frames,2308,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
57,0.475000,-39.432045,13.949900,80.337517,-0.864699,0.404096,-0.827192,0.000625,-0.050755,-0.056242,-0.037863,0.979772,0.042138,0.044624,0.027206,0.813032,0.008617,0.011618,0.010657,0.819362,-0.828319,0.327563,-0.826556,-0.894302,0.465037,-0.831238,-0.871624,0.419607,-0.823771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.483333,-39.863029,13.935122,80.032867,-0.858296,0.395420,-0.826306,0.000652,-0.050755,-0.056242,-0.037863,0.959266,0.042138,0.044624,0.027206,0.795786,0.008617,0.011618,0.010657,0.812899,-0.822238,0.318679,-0.824869,-0.887620,0.456522,-0.831013,-0.865211,0.410954,-0.823025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0.491667,-41.402668,15.301222,80.931000,-0.852088,0.386565,-0.825392,0.000676,-0.050755,-0.056242,-0.037863,0.980097,0.042138,0.044624,0.027206,0.794633,0.008617,0.011618,0.010657,0.792863,-0.816274,0.309814,-0.823212,-0.881311,0.447670,-0.830689,-0.858835,0.402121,-0.822264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.500000,-42.101826,15.544843,80.993378,-0.845965,0.377489,-0.824438,0.000610,-0.050755,-0.056242,-0.037863,0.964026,0.042138,0.044624,0.027206,0.808898,0.008617,0.011618,0.010657,0.820585,-0.810315,0.300625,-0.821472,-0.875019,0.438556,-0.830326,-0.852720,0.393191,-0.821505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0.508333,-42.600487,15.650942,80.844429,-0.840120,0.368278,-0.823537,0.000611,-0.050755,-0.056242,-0.037863,0.964026,0.042138,0.044624,0.027206,0.808898,0.008617,0.011618,0.010657,0.820585,-0.804705,0.291366,-0.819842,-0.868941,0.429379,-0.830011,-0.846862,0.384001,-0.820749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0.516667,-43.125130,15.789990,80.694313,-0.834439,0.358890,-0.822612,0.000597,-0.050755,-0.056242,-0.037863,0.970899,0.042138,0.044624,0.027206,0.811267,0.008617,0.011618,0.010657,0.815327,-0.799308,0.281878,-0.818163,-0.863010,0.420055,-0.829700,-0.841149,0.374645,-0.819963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0.525000,-43.840050,16.239361,80.676376,-0.828997,0.349338,-0.821645,0.000625,-0.050755,-0.056242,-0.037863,0.965325,0.042138,0.044624,0.027206,0.805397,0.008617,0.011618,0.010657,0.810409,-0.794276,0.272189,-0.816421,-0.857228,0.410605,-0.829352,-0.835634,0.365124,-0.819151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.533333,-44.186909,16.182903,80.378426,-0.823714,0.339768,-0.820686,0.000613,-0.050755,-0.056242,-0.037863,0.964535,0.042138,0.044624,0.027206,0.797968,0.008617,0.011618,0.010657,0.801734,-0.789258,0.262553,-0.814747,-0.851715,0.401049,-0.828989,-0.830310,0.355607,-0.818311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0.541667,-44.901566,16.637779,80.376335,-0.818708,0.330076,-0.819733,0.000608,-0.050755,-0.056242,-0.037863,0.960148,0.042138,0.044624,0.027206,0.798875,0.008617,0.011618,0.010657,0.802725,-0.784653,0.252749,-0.813025,-0.846383,0.391422,-0.828646,-0.825230,0.345961,-0.817517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.550000,-45.770660,17.171616,80.573738,-0.813864,0.320362,-0.818729,0.000606,-0.050755,-0.056242,-0.037863,0.959530,0.042138,0.044624,0.027206,0.795738,0.008617,0.011618,0.010657,0.798184,-0.780078,0.242992,-0.811226,-0.841319,0.381703,-0.828253,-0.820332,0.336295,-0.816697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0.558333,-45.912197,16.872261,80.025780,-0.809248,0.310615,-0.817701,0.000608,-0.050755,-0.056242,-0.037863,0.960144,0.042138,0.044624,0.027206,0.795638,0.008617,0.011618,0.010657,0.797467,-0.775792,0.233131,-0.809450,-0.836414,0.372009,-0.827857,-0.815686,0.326599,-0.815785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.566667,-46.530006,17.185244,80.010208,-0.804864,0.300918,-0.816698,0.000592,-0.050755,-0.056242,-0.037863,0.944823,0.042138,0.044624,0.027206,0.784867,0.008617,0.011618,0.010657,0.794778,-0.771687,0.223409,-0.807726,-0.831784,0.362316,-0.827413,-0.811265,0.316923,-0.814944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0.575000,-46.726997,17.058025,79.529350,-0.800734,0.291348,-0.815666,0.000550,-0.050755,-0.056242,-0.037863,0.935016,0.042138,0.044624,0.027206,0.798166,0.008617,0.011618,0.010657,0.817242,-0.767950,0.213732,-0.805990,-0.827306,0.352730,-0.826927,-0.807076,0.307480,-0.814069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0.583333,-47.551743,17.599852,79.739899,-0.796836,0.281889,-0.814575,0.000605,-0.050755,-0.056242,-0.037863,0.932588,0.042138,0.044624,0.027206,0.776786,0.008617,0.011618,0.010657,0.795706,-0.764323,0.204253,-0.804165,-0.823202,0.343320,-0.826430,-0.803122,0.297985,-0.813116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0.591667,-48.341728,18.127434,79.861397,-0.793043,0.272602,-0.813468,0.000606,-0.050755,-0.056242,-0.037863,0.947680,0.042138,0.044624,0.027206,0.776371,0.008617,0.011618,0.010657,0.785013,-0.760839,0.194981,-0.802290,-0.819129,0.334022,-0.825907,-0.799290,0.288700,-0.812196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0.600000,-48.389919,17.890675,79.263611,-0.789334,0.263530,-0.812334,0.000547,-0.050755,-0.056242,-0.037863,0.947028,0.042138,0.044624,0.027206,0.791801,0.008617,0.011618,0.010657,0.800599,-0.757525,0.185850,-0.800525,-0.815096,0.324922,-0.825296,-0.795492,0.279730,-0.811168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0.608333,-48.308117,17.292934,78.573021,-0.785926,0.254683,-0.811194,0.000575,-0.050755,-0.056242,-0.037863,0.950009,0.042138,0.044624,0.027206,0.795158,0.008617,0.011618,0.010657,0.798631,-0.754289,0.177053,-0.798736,-0.811498,0.316015,-0.824717,-0.792093,0.270896,-0.810120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0.616667,-49.363785,18.312042,79.173843,-0.782593,0.245987,-0.810017,0.000558,-0.050755,-0.056242,-0.037863,0.923503,0.042138,0.044624,0.027206,0.777817,0.008617,0.011618,0.010657,0.801964,-0.751302,0.168241,-0.796965,-0.807966,0.307360,-0.823968,-0.788636,0.262254,-0.809104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.625000,-50.076996,18.825752,79.375130,-0.779444,0.237535,-0.808793,0.000567,-0.050755,-0.056242,-0.037863,0.918639,0.042138,0.044624,0.027206,0.769957,0.008617,0.011618,0.010657,0.797671,-0.748418,0.159779,-0.795121,-0.804627,0.298897,-0.823226,-0.785415,0.253819,-0.808019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0.633333,-50.195541,18.610081,78.965645,-0.776466,0.229245,-0.807608,0.000540,-0.050755,-0.056242,-0.037863,0.918639,0.042138,0.044624,0.027206,0.769957,0.008617,0.011618,0.010657,0.797671,-0.745603,0.151588,-0.793373,-0.801441,0.290548,-0.822492,-0.782463,0.245505,-0.806949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0.641667,-50.433224,18.685989,78.655113,-0.773673,0.221162,-0.806428,0.000551,-0.050755,-0.056242,-0.037863,0.942585,0.042138,0.044624,0.027206,0.777416,0.008617,0.011618,0.010657,0.787921,-0.743237,0.143397,-0.791640,-0.798307,0.282530,-0.821773,-0.779594,0.237455,-0.805858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0.650000,-50.797062,18.884968,78.416832,-0.770968,0.213317,-0.805210,0.000554,-0.050755,-0.056242,-0.037863,0.923516,0.042138,0.044624,0.027206,0.762740,0.008617,0.011618,0.010657,0.786029,-0.740950,0.135502,-0.789793,-0.795256,0.274675,-0.821028,-0.776810,0.229672,-0.804794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0.658333,-50.904240,18.582766,78.037376,-0.768468,0.205694,-0.804039,0.000554,-0.050755,-0.056242,-0.037863,0.921749,0.042138,0.044624,0.027206,0.767184,0.008617,0.011618,0.010657,0.794709,-0.738551,0.127978,-0.788080,-0.792637,0.266981,-0.820323,-0.774318,0.222026,-0.803703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0.666667,-51.755886,19.492947,78.395279,-0.766131,0.198435,-0.802836,0.000567,-0.050755,-0.056242,-0.037863,0.929904,0.042138,0.044624,0.027206,0.766255,0.008617,0.011618,0.010657,0.785254,-0.736657,0.120668,-0.786312,-0.789984,0.259759,-0.819545,-0.771861,0.214777,-0.802636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0.675000,-51.540260,18.826073,77.758110,-0.763886,0.191539,-0.801655,0.000541,-0.050755,-0.056242,-0.037863,0.929515,0.042138,0.044624,0.027206,0.757251,0.008617,0.011618,0.010657,0.776091,-0.734473,0.113837,-0.784681,-0.787645,0.252747,-0.818716,-0.769637,0.207940,-0.801556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0.683333,-52.314152,19.649851,78.132088,-0.761882,0.184915,-0.800496,0.000534,-0.050755,-0.056242,-0.037863,0.926980,0.042138,0.044624,0.027206,0.770912,0.008617,0.011618,0.010657,0.794430,-0.732833,0.107171,-0.783043,-0.785419,0.246115,-0.817918,-0.767499,0.201361,-0.800515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,0.691667,-52.627720,19.758478,78.069870,-0.759907,0.178732,-0.799381,0.000521,-0.050755,-0.056242,-0.037863,0.944308,0.042138,0.044624,0.027206,0.779658,0.008617,0.011618,0.010657,0.788497,-0.730959,0.101109,-0.781498,-0.783340,0.239844,-0.817143,-0.765513,0.195158,-0.799490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0.700000,-52.335579,19.163458,77.399872,-0.758039,0.172886,-0.798336,0.000532,-0.050755,-0.056242,-0.037863,0.921773,0.042138,0.044624,0.027206,0.781385,0.008617,0.011618,0.010657,0.803189,-0.729305,0.095215,-0.780111,-0.781313,0.233967,-0.816407,-0.763597,0.189384,-0.798475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0.708333,-52.927357,19.786606,77.582794,-0.756420,0.167405,-0.797270,0.000528,-0.050755,-0.056242,-0.037863,0.921067,0.042138,0.044624,0.027206,0.780051,0.008617,0.011618,0.010657,0.801226,-0.728053,0.089711,-0.778589,-0.779445,0.228482,-0.815698,-0.761858,0.183930,-0.797509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0.716667,-53.414284,20.218664,77.787437,-0.754813,0.162310,-0.796265,0.000543,-0.050755,-0.056242,-0.037863,0.898548,0.042138,0.044624,0.027206,0.758586,0.008617,0.011618,0.010657,0.797958,-0.726679,0.084563,-0.777209,-0.777671,0.223425,-0.814976,-0.760199,0.178833,-0.796595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0.725000,-53.241829,19.803965,77.251839,-0.753342,0.157592,-0.795293,0.000521,-0.050755,-0.056242,-0.037863,0.918299,0.042138,0.044624,0.027206,0.767671,0.008617,0.011618,0.010657,0.794630,-0.725330,0.079927,-0.775909,-0.776024,0.218654,-0.814265,-0.758765,0.174101,-0.795689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0.733333,-53.492889,19.980982,77.255119,-0.752007,0.153263,-0.794368,0.000504,-0.050755,-0.056242,-0.037863,0.921814,0.042138,0.044624,0.027206,0.774423,0.008617,0.011618,0.010657,0.801109,-0.724138,0.075624,-0.774696,-0.774574,0.214277,-0.813541,-0.757400,0.169798,-0.794855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0.741667,-53.796227,20.218287,77.343727,-0.750778,0.149325,-0.793513,0.000510,-0.050755,-0.056242,-0.037863,0.928606,0.042138,0.044624,0.027206,0.775125,0.008617,0.011618,0.010657,0.797749,-0.723011,0.071733,-0.773576,-0.773263,0.210301,-0.812888,-0.756143,0.165855,-0.794061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0.750000,-53.408871,19.518581,76.661522,-0.749678,0.145706,-0.792784,0.000531,-0.050755,-0.056242,-0.037863,0.902520,0.042138,0.044624,0.027206,0.749475,0.008617,0.011618,0.010657,0.789809,-0.722058,0.068064,-0.772596,-0.771986,0.206742,-0.812401,-0.755091,0.162208,-0.793338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0.758333,-53.841816,20.008429,77.018250,-0.748538,0.142583,-0.792026,0.000525,-0.050755,-0.056242,-0.037863,0.902520,0.042138,0.044624,0.027206,0.749475,0.008617,0.011618,0.010657,0.789809,-0.720952,0.065005,-0.771702,-0.770910,0.203500,-0.811741,-0.753840,0.159153,-0.792621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0.766667,-53.863098,19.958715,76.848877,-0.747514,0.139544,-0.791358,0.000536,-0.050755,-0.056242,-0.037863,0.915795,0.042138,0.044624,0.027206,0.776266,0.008617,0.011618,0.010657,0.803476,-0.720057,0.061964,-0.770845,-0.769699,0.200541,-0.811229,-0.752881,0.156028,-0.791986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0.775000,-54.288860,20.350630,77.128944,-0.746686,0.136809,-0.790673,0.000531,-0.050755,-0.056242,-0.037863,0.915544,0.042138,0.044624,0.027206,0.750857,0.008617,0.011618,0.010657,0.781108,-0.719346,0.059198,-0.769916,-0.768856,0.197758,-0.810713,-0.751962,0.153362,-0.791374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.783333,-53.730965,19.557766,76.251953,-0.745750,0.134400,-0.790073,0.000513,-0.050755,-0.056242,-0.037863,0.893374,0.042138,0.044624,0.027206,0.751527,0.008617,0.011618,0.010657,0.797819,-0.718589,0.056792,-0.769126,-0.767692,0.195343,-0.810279,-0.751063,0.150965,-0.790799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0.791667,-54.113186,19.910910,76.559082,-0.745138,0.132108,-0.789522,0.000509,-0.050755,-0.056242,-0.037863,0.901045,0.042138,0.044624,0.027206,0.758705,0.008617,0.011618,0.010657,0.801343,-0.717930,0.054611,-0.768430,-0.767187,0.192928,-0.809852,-0.750382,0.148698,-0.790272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0.800000,-54.214611,20.117874,76.532608,-0.744365,0.130257,-0.789048,0.000511,-0.050755,-0.056242,-0.037863,0.918196,0.042138,0.044624,0.027206,0.779533,0.008617,0.011618,0.010657,0.804132,-0.717402,0.052654,-0.767831,-0.766158,0.191208,-0.809448,-0.749630,0.146808,-0.789848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0.808333,-54.447514,20.319283,76.726425,-0.743912,0.128485,-0.788617,0.000549,-0.050755,-0.056242,-0.037863,0.902519,0.042138,0.044624,0.027206,0.751242,0.008617,0.011618,0.010657,0.794277,-0.716949,0.050904,-0.767313,-0.765771,0.189395,-0.809117,-0.749109,0.145054,-0.789406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0.816667,-54.647251,20.513960,76.893684,-0.743358,0.126978,-0.788239,0.000523,-0.050755,-0.056242,-0.037863,0.934215,0.042138,0.044624,0.027206,0.753936,0.008617,0.011618,0.010657,0.773058,-0.716294,0.049532,-0.766857,-0.765193,0.187865,-0.808746,-0.748676,0.143446,-0.789099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0.825000,-54.411774,20.174496,76.498589,-0.742859,0.125671,-0.787881,0.000532,-0.050755,-0.056242,-0.037863,0.899707,0.042138,0.044624,0.027206,0.752415,0.008617,0.011618,0.010657,0.791912,-0.715993,0.048114,-0.766399,-0.764616,0.186565,-0.808526,-0.748065,0.142231,-0.788701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.833333,-54.516338,20.234758,76.540520,-0.742505,0.124462,-0.787593,0.000547,-0.050755,-0.056242,-0.037863,0.894421,0.042138,0.044624,0.027206,0.749197,0.008617,0.011618,0.010657,0.793767,-0.715662,0.046909,-0.766017,-0.764251,0.185346,-0.808309,-0.747697,0.141029,-0.788436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0.841667,-54.611279,20.274908,76.612984,-0.742131,0.123427,-0.787342,0.000517,-0.050755,-0.056242,-0.037863,0.915787,0.042138,0.044624,0.027206,0.752538,0.008617,0.011618,0.010657,0.784146,-0.715193,0.045969,-0.765711,-0.763900,0.184274,-0.808077,-0.747391,0.139942,-0.788222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0.850000,-54.594009,20.173788,76.557625,-0.741892,0.122428,-0.787121,0.000516,-0.050755,-0.056242,-0.037863,0.943310,0.042138,0.044624,0.027206,0.775325,0.008617,0.011618,0.010657,0.781953,-0.714850,0.045093,-0.765463,-0.763749,0.183175,-0.807894,-0.747153,0.138937,-0.787992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0.858333,-54.452019,19.997852,76.339119,-0.741626,0.121551,-0.786889,0.000521,-0.050755,-0.056242,-0.037863,0.917034,0.042138,0.044624,0.027206,0.755276,0.008617,0.011618,0.010657,0.784343,-0.714721,0.044110,-0.765176,-0.763354,0.182380,-0.807707,-0.746890,0.138071,-0.787768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0.866667,-54.945499,20.691580,76.857971,-0.741363,0.120681,-0.786706,0.000524,-0.050755,-0.056242,-0.037863,0.893568,0.042138,0.044624,0.027206,0.735678,0.008617,0.011618,0.010657,0.784357,-0.714599,0.043147,-0.764929,-0.763029,0.181578,-0.807550,-0.746563,0.137209,-0.787621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0.875000,-54.861988,20.470095,76.701324,-0.741132,0.119817,-0.786552,0.000538,-0.050755,-0.056242,-0.037863,0.913020,0.042138,0.044624,0.027206,0.753374,0.008617,0.011618,0.010657,0.783615,-0.714285,0.042386,-0.764719,-0.762873,0.180624,-0.807471,-0.746325,0.136347,-0.787452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0.883333,-54.668930,20.105286,76.434128,-0.740977,0.118891,-0.786404,0.000534,-0.050755,-0.056242,-0.037863,0.913020,0.042138,0.044624,0.027206,0.753374,0.008617,0.011618,0.010657,0.783615,-0.714090,0.041483,-0.764508,-0.762711,0.179695,-0.807384,-0.746223,0.135399,-0.787305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0.891667,-54.916485,20.390751,76.688934,-0.740843,0.117940,-0.786238,0.000523,-0.050755,-0.056242,-0.037863,0.909648,0.042138,0.044624,0.027206,0.747063,0.008617,0.011618,0.010657,0.779730,-0.713903,0.040605,-0.764307,-0.762647,0.178671,-0.807232,-0.746061,0.134458,-0.787161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0.900000,-54.914822,20.369083,76.599777,-0.740797,0.116937,-0.786055,0.000517,-0.050755,-0.056242,-0.037863,0.926623,0.042138,0.044624,0.027206,0.762797,0.008617,0.011618,0.010657,0.782367,-0.713941,0.039575,-0.764033,-0.762512,0.177679,-0.807092,-0.746022,0.133468,-0.787024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0.908333,-55.264549,20.824886,76.915283,-0.740689,0.115875,-0.785903,0.000518,-0.050755,-0.056242,-0.037863,0.921202,0.042138,0.044624,0.027206,0.760579,0.008617,0.011618,0.010657,0.787848,-0.713932,0.038500,-0.763805,-0.762393,0.176616,-0.807021,-0.745827,0.132419,-0.786869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0.916667,-54.823715,20.226889,76.376762,-0.740454,0.114896,-0.785718,0.000530,-0.050755,-0.056242,-0.037863,0.916345,0.042138,0.044624,0.027206,0.758277,0.008617,0.011618,0.010657,0.785612,-0.713731,0.037494,-0.763596,-0.762054,0.175679,-0.806861,-0.745669,0.131418,-0.786681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0.925000,-54.940807,20.400537,76.429390,-0.740206,0.113762,-0.785547,0.000536,-0.050755,-0.056242,-0.037863,0.910031,0.042138,0.044624,0.027206,0.749120,0.008617,0.011618,0.010657,0.782517,-0.713580,0.036353,-0.763366,-0.761745,0.174560,-0.806756,-0.745384,0.130276,-0.786503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0.933333,-54.908291,20.242758,76.308792,-0.740012,0.112608,-0.785336,0.000546,-0.050755,-0.056242,-0.037863,0.911606,0.042138,0.044624,0.027206,0.746414,0.008617,0.011618,0.010657,0.776539,-0.713403,0.035194,-0.763054,-0.761567,0.173361,-0.806631,-0.745159,0.129170,-0.786307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,0.941667,-54.859173,20.055313,76.192375,-0.739949,0.111438,-0.785093,0.000492,-0.050755,-0.056242,-0.037863,0.889678,0.042138,0.044624,0.027206,0.761915,0.008617,0.011618,0.010657,0.813271,-0.713314,0.034023,-0.762708,-0.761517,0.172125,-0.806407,-0.745110,0.128064,-0.786148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0.950000,-55.755787,21.460480,77.283363,-0.739829,0.111178,-0.785017,0.000561,-0.050755,-0.056242,-0.037863,0.866815,0.042138,0.044624,0.027206,0.709442,0.008617,0.011618,0.010657,0.777005,-0.713390,0.033624,-0.762702,-0.761292,0.172083,-0.806287,-0.744920,0.127700,-0.786043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0.958333,-57.046532,22.933517,78.947403,-0.739775,0.111377,-0.784905,0.000703,-0.050755,-0.056242,-0.037863,0.776316,0.042138,0.044624,0.027206,0.584792,0.008617,0.011618,0.010657,0.721481,-0.713248,0.033619,-0.762629,-0.761348,0.172613,-0.806156,-0.744904,0.127701,-0.785899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0.966667,-56.606052,22.638241,78.453392,-0.739700,0.111380,-0.784805,0.000657,-0.050755,-0.056242,-0.037863,0.816397,0.042138,0.044624,0.027206,0.651565,0.008617,0.011618,0.010657,0.751123,-0.713296,0.033659,-0.762650,-0.761256,0.172484,-0.805989,-0.744693,0.127838,-0.785751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0.975000,-56.068436,22.324938,77.838577,-0.739356,0.111599,-0.784688,0.000607,-0.050755,-0.056242,-0.037863,0.837005,0.042138,0.044624,0.027206,0.634134,0.008617,0.011618,0.010657,0.729176,-0.713210,0.033789,-0.762622,-0.760496,0.172878,-0.805744,-0.744503,0.127972,-0.785673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0.983333,-56.324810,22.581768,78.121758,-0.739284,0.111671,-0.784696,0.000641,-0.050755,-0.056242,-0.037863,0.815399,0.042138,0.044624,0.027206,0.621421,0.008617,0.011618,0.010657,0.731638,-0.713148,0.033821,-0.762593,-0.760478,0.172968,-0.805801,-0.744374,0.128057,-0.785666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0.991667,-56.139748,22.424427,77.894249,-0.739295,0.111672,-0.784687,0.000621,-0.050755,-0.056242,-0.037863,0.831206,0.042138,0.044624,0.027206,0.648074,0.008617,0.011618,0.010657,0.744867,-0.713204,0.033844,-0.762610,-0.760476,0.172910,-0.805779,-0.744339,0.128111,-0.785648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1.000000,-56.205494,22.596264,77.984917,-0.739183,0.111801,-0.784646,0.000607,-0.050755,-0.056242,-0.037863,0.841823,0.042138,0.044624,0.027206,0.634879,0.008617,0.011618,0.010657,0.726093,-0.713127,0.033969,-0.762597,-0.760268,0.173106,-0.805690,-0.744293,0.128174,-0.785625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1.008333,-56.222790,22.548216,78.022079,-0.739230,0.111781,-0.784640,0.000623,-0.050755,-0.056242,-0.037863,0.841823,0.042138,0.044624,0.027206,0.634879,0.008617,0.011618,0.010657,0.726093,-0.713135,0.033926,-0.762583,-0.760383,0.173068,-0.805697,-0.744310,0.128190,-0.785616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1.016667,-56.305622,22.581591,78.113586,-0.739326,0.111651,-0.784670,0.000631,-0.050755,-0.056242,-0.037863,0.825307,0.042138,0.044624,0.027206,0.633624,0.008617,0.011618,0.010657,0.737679,-0.713179,0.033817,-0.762590,-0.760534,0.172925,-0.805752,-0.744413,0.128047,-0.785643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
