Format Version,1.23,Take Name,BeigeRubber_240610_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-06-10 10.55.03.015 AM,Capture Start Frame,442731,Total Frames in Take,2249,Total Exported Frames,2249,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1290,10.750000,-41.204144,-12.172244,46.170246,-0.343980,0.130324,-0.442218,0.000217,-0.050755,-0.056242,-0.037863,0.784449,0.042138,0.044624,0.027206,0.883501,0.008617,0.011618,0.010657,0.928758,-0.330191,0.050511,-0.419640,-0.352948,0.193202,-0.462946,-0.348747,0.147354,-0.444095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,10.758333,-41.652523,-2.843395,50.237068,-0.342324,0.129819,-0.439852,0.000276,-0.050755,-0.056242,-0.037863,0.784449,0.042138,0.044624,0.027206,0.883501,0.008617,0.011618,0.010657,0.928758,-0.329143,0.049754,-0.418087,-0.351134,0.193067,-0.460248,-0.346647,0.146725,-0.441246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,10.766667,-42.178280,-1.053837,50.762943,-0.340376,0.127700,-0.436139,0.000288,-0.050755,-0.056242,-0.037863,0.714773,0.042138,0.044624,0.027206,0.918769,0.008617,0.011618,0.010657,0.826918,-0.327554,0.047807,-0.414037,-0.348984,0.190728,-0.456871,-0.344533,0.144673,-0.437540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,10.775000,-43.248135,-3.375510,50.012844,-0.337411,0.124297,-0.430706,0.000249,-0.050755,-0.056242,-0.037863,0.782496,0.042138,0.044624,0.027206,0.973173,0.008617,0.011618,0.010657,0.831125,-0.324219,0.044846,-0.406597,-0.346183,0.186951,-0.452961,-0.341790,0.141171,-0.432584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,10.783333,-44.125904,-9.430138,47.657825,-0.334034,0.120230,-0.424745,0.000203,-0.050755,-0.056242,-0.037863,0.782496,0.042138,0.044624,0.027206,0.973173,0.008617,0.011618,0.010657,0.831125,-0.320121,0.041519,-0.398385,-0.343161,0.182176,-0.448571,-0.338781,0.137067,-0.427301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,10.791667,-44.251183,-23.844158,41.167179,-0.331461,0.117468,-0.421018,0.000319,-0.050755,-0.056242,-0.037863,0.815078,0.042138,0.044624,0.027206,0.948372,0.008617,0.011618,0.010657,0.887742,-0.317660,0.038099,-0.393112,-0.340544,0.179080,-0.445204,-0.336203,0.135176,-0.424722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,10.800000,-43.467041,-6.910746,49.213833,-0.331897,0.119185,-0.421283,0.000864,-0.050755,-0.056242,-0.037863,0.582650,0.042138,0.044624,0.027206,0.448732,0.008617,0.011618,0.010657,0.716532,-0.319084,0.038466,-0.395401,-0.340375,0.183503,-0.444472,-0.336353,0.135354,-0.423901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,10.808333,-48.837593,20.201008,62.553249,-0.332024,0.120003,-0.421048,0.000530,-0.050755,-0.056242,-0.037863,0.979763,0.042138,0.044624,0.027206,0.527525,0.008617,0.011618,0.010657,0.483959,-0.320165,0.039714,-0.397036,-0.340420,0.184038,-0.443796,-0.335535,0.136177,-0.422283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,10.816667,-41.814987,-16.845308,43.011864,-0.330478,0.119737,-0.418550,0.000255,-0.050755,-0.056242,-0.037863,0.979763,0.042138,0.044624,0.027206,0.527525,0.008617,0.011618,0.010657,0.483959,-0.318482,0.039320,-0.394683,-0.338073,0.183171,-0.439916,-0.334884,0.136706,-0.421047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,10.825000,-41.974911,-8.065452,47.123749,-0.329559,0.120484,-0.417873,0.000605,-0.050755,-0.056242,-0.037863,0.948190,0.042138,0.044624,0.027206,0.930964,0.008617,0.011618,0.010657,0.907585,-0.318150,0.039568,-0.394251,-0.336820,0.184882,-0.439299,-0.333759,0.136899,-0.420037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,10.833333,-43.501171,5.793267,53.409534,-0.329563,0.120519,-0.418001,0.000463,-0.050755,-0.056242,-0.037863,0.877322,0.042138,0.044624,0.027206,0.631039,0.008617,0.011618,0.010657,0.712970,-0.318869,0.039366,-0.395064,-0.336634,0.184927,-0.439395,-0.333240,0.137162,-0.419510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,10.841667,-42.227592,-2.435737,48.761890,-0.328948,0.120682,-0.417018,0.000302,-0.050755,-0.056242,-0.037863,0.960140,0.042138,0.044624,0.027206,0.866753,0.008617,0.011618,0.010657,0.828331,-0.318504,0.039942,-0.394120,-0.335678,0.184523,-0.438107,-0.332665,0.137572,-0.418822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,10.850000,-43.008446,-0.612312,50.259109,-0.327941,0.120964,-0.415450,0.000491,-0.050755,-0.056242,-0.037863,0.960140,0.042138,0.044624,0.027206,0.866753,0.008617,0.011618,0.010657,0.828331,-0.316882,0.040393,-0.391735,-0.335042,0.185062,-0.437234,-0.331926,0.137383,-0.417364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,10.858333,-46.187321,5.483206,54.599499,-0.326253,0.119691,-0.412267,0.000427,-0.050755,-0.056242,-0.037863,0.944349,0.042138,0.044624,0.027206,0.704297,0.008617,0.011618,0.010657,0.701760,-0.313534,0.040230,-0.385975,-0.334901,0.182743,-0.436303,-0.330350,0.136053,-0.414504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,10.866667,-44.903530,-26.459028,40.614620,-0.325018,0.118583,-0.410235,0.000373,-0.050755,-0.056242,-0.037863,0.622113,0.042138,0.044624,0.027206,0.866362,0.008617,0.011618,0.010657,0.790412,-0.310777,0.039289,-0.380948,-0.334291,0.180597,-0.435449,-0.330063,0.135713,-0.414259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,10.875000,-45.181625,-5.986340,49.912682,-0.326666,0.119034,-0.412687,0.000645,-0.050755,-0.056242,-0.037863,0.823188,0.042138,0.044624,0.027206,0.630949,0.008617,0.011618,0.010657,0.719478,-0.312931,0.039830,-0.384890,-0.335854,0.182024,-0.437489,-0.331270,0.135135,-0.415645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,10.883333,-49.643848,13.162747,59.471256,-0.327770,0.118237,-0.414214,0.000398,-0.050755,-0.056242,-0.037863,0.823188,0.042138,0.044624,0.027206,0.630949,0.008617,0.011618,0.010657,0.719478,-0.314206,0.039560,-0.386391,-0.337384,0.180522,-0.439856,-0.331743,0.134590,-0.416378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,10.891667,-45.628429,-18.817457,44.943600,-0.327845,0.117536,-0.414279,0.000403,-0.050755,-0.056242,-0.037863,0.837973,0.042138,0.044624,0.027206,0.830517,0.008617,0.011618,0.010657,0.880449,-0.312500,0.039509,-0.384156,-0.338073,0.179114,-0.440572,-0.333000,0.133912,-0.418084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,10.900000,-50.365990,4.707568,56.938496,-0.328725,0.116910,-0.415331,0.000502,-0.050755,-0.056242,-0.037863,0.964934,0.042138,0.044624,0.027206,0.625884,0.008617,0.011618,0.010657,0.611919,-0.312509,0.039945,-0.383906,-0.340038,0.177989,-0.443468,-0.333664,0.132732,-0.418591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,10.908333,-52.333893,4.096740,57.731361,-0.329139,0.114776,-0.415406,0.000363,-0.050755,-0.056242,-0.037863,0.964934,0.042138,0.044624,0.027206,0.625884,0.008617,0.011618,0.010657,0.611919,-0.311347,0.039324,-0.381642,-0.341797,0.174288,-0.445467,-0.334290,0.130687,-0.419097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,10.916667,-49.293339,-24.295349,45.984104,-0.329807,0.113684,-0.416338,0.000353,-0.050755,-0.056242,-0.037863,0.950936,0.042138,0.044624,0.027206,0.735842,0.008617,0.011618,0.010657,0.679199,-0.310193,0.039068,-0.379799,-0.343358,0.172185,-0.447547,-0.335934,0.129677,-0.421624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,10.925000,-55.384304,4.772783,60.111752,-0.332313,0.113030,-0.419729,0.000508,-0.050755,-0.056242,-0.037863,0.967408,0.042138,0.044624,0.027206,0.626629,0.008617,0.011618,0.010657,0.606044,-0.312110,0.039498,-0.382876,-0.346877,0.171170,-0.452133,-0.337989,0.128357,-0.424148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,10.933333,-54.554375,-3.339690,56.762478,-0.334141,0.111197,-0.422124,0.000277,-0.050755,-0.056242,-0.037863,0.957929,0.042138,0.044624,0.027206,0.826063,0.008617,0.011618,0.010657,0.780147,-0.312664,0.038963,-0.383732,-0.349545,0.167816,-0.455696,-0.340219,0.126800,-0.426939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,10.941667,-54.737358,-12.175868,54.125912,-0.335575,0.109509,-0.423983,0.000213,-0.050755,-0.056242,-0.037863,0.957929,0.042138,0.044624,0.027206,0.826063,0.008617,0.011618,0.010657,0.780147,-0.312052,0.039448,-0.382959,-0.352485,0.164314,-0.459270,-0.342179,0.124778,-0.429726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,10.950000,-58.134064,-5.976258,58.279766,-0.337260,0.107652,-0.426390,0.000279,-0.050755,-0.056242,-0.037863,0.946084,0.042138,0.044624,0.027206,0.935497,0.008617,0.011618,0.010657,0.885558,-0.312295,0.039176,-0.383297,-0.355451,0.161151,-0.463544,-0.344054,0.122597,-0.432316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,10.958333,-57.830338,-13.121878,55.777699,-0.339692,0.105456,-0.429487,0.000203,-0.050755,-0.056242,-0.037863,0.845546,0.042138,0.044624,0.027206,0.931829,0.008617,0.011618,0.010657,0.934952,-0.313289,0.038996,-0.384860,-0.358879,0.157064,-0.467609,-0.346865,0.120381,-0.436021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,10.966667,-60.583111,-9.122763,58.916672,-0.342517,0.103001,-0.432909,0.000281,-0.050755,-0.056242,-0.037863,0.763207,0.042138,0.044624,0.027206,0.990071,0.008617,0.011618,0.010657,0.794649,-0.314340,0.038592,-0.386749,-0.363074,0.153129,-0.472512,-0.350085,0.117368,-0.439500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,10.975000,-62.453644,-9.402891,59.809624,-0.344523,0.100620,-0.435598,0.000350,-0.050755,-0.056242,-0.037863,0.763207,0.042138,0.044624,0.027206,0.990071,0.008617,0.011618,0.010657,0.794649,-0.315017,0.038149,-0.387583,-0.366212,0.148619,-0.476645,-0.352272,0.115202,-0.442612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,10.983333,-61.670784,-17.608604,57.002998,-0.346413,0.098730,-0.438036,0.000384,-0.050755,-0.056242,-0.037863,0.759162,0.042138,0.044624,0.027206,0.871591,0.008617,0.011618,0.010657,0.872744,-0.315556,0.038657,-0.388546,-0.368800,0.145376,-0.480007,-0.354760,0.112350,-0.445638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,10.991667,-65.042130,-11.954922,60.433186,-0.348581,0.096425,-0.440880,0.000422,-0.050755,-0.056242,-0.037863,0.623298,0.042138,0.044624,0.027206,0.821629,0.008617,0.011618,0.010657,0.841188,-0.316614,0.038111,-0.389887,-0.372065,0.141280,-0.484210,-0.356945,0.110066,-0.448621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,11.000000,-66.555061,-12.886964,60.827404,-0.350221,0.094525,-0.443103,0.000494,-0.050755,-0.056242,-0.037863,0.570869,0.042138,0.044624,0.027206,0.787953,0.008617,0.011618,0.010657,0.831713,-0.317171,0.038390,-0.390577,-0.374501,0.137618,-0.487621,-0.358847,0.107781,-0.451204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,11.008333,-66.021133,-18.556915,58.732307,-0.351339,0.093211,-0.444838,0.000588,-0.050755,-0.056242,-0.037863,0.570869,0.042138,0.044624,0.027206,0.787953,0.008617,0.011618,0.010657,0.831713,-0.317658,0.038814,-0.391231,-0.375788,0.135075,-0.490050,-0.360386,0.106017,-0.453355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,11.016667,-66.844185,-19.165653,58.962742,-0.352551,0.091886,-0.446279,0.000620,-0.050755,-0.056242,-0.037863,0.466354,0.042138,0.044624,0.027206,0.672022,0.008617,0.011618,0.010657,0.858830,-0.318281,0.038740,-0.391818,-0.377459,0.132651,-0.492099,-0.361711,0.104555,-0.455046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,11.025000,-67.806381,-18.548693,59.680908,-0.353599,0.091147,-0.447598,0.000694,-0.050755,-0.056242,-0.037863,0.419651,0.042138,0.044624,0.027206,0.651215,0.008617,0.011618,0.010657,0.833656,-0.318702,0.039115,-0.392626,-0.378969,0.130988,-0.493872,-0.362905,0.103650,-0.456437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,11.033333,-68.953880,-16.465942,60.930561,-0.354079,0.090323,-0.448410,0.000609,-0.050755,-0.056242,-0.037863,0.419651,0.042138,0.044624,0.027206,0.651215,0.008617,0.011618,0.010657,0.833656,-0.318882,0.038782,-0.393049,-0.379892,0.129820,-0.495044,-0.363257,0.102655,-0.457265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,11.041667,-68.352005,-19.545845,59.929619,-0.354160,0.089596,-0.448426,0.000616,-0.050755,-0.056242,-0.037863,0.467178,0.042138,0.044624,0.027206,0.717182,0.008617,0.011618,0.010657,0.830123,-0.318662,0.038544,-0.392646,-0.380108,0.128559,-0.495199,-0.363504,0.101970,-0.457561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,11.050000,-69.102028,-17.209829,60.922001,-0.354065,0.089646,-0.448475,0.000563,-0.050755,-0.056242,-0.037863,0.527570,0.042138,0.044624,0.027206,0.728600,0.008617,0.011618,0.010657,0.863376,-0.318607,0.038470,-0.392718,-0.380093,0.128745,-0.495348,-0.363309,0.101982,-0.457476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,11.058333,-68.662750,-16.850119,60.548397,-0.353464,0.090219,-0.448051,0.000568,-0.050755,-0.056242,-0.037863,0.531528,0.042138,0.044624,0.027206,0.723486,0.008617,0.011618,0.010657,0.865186,-0.318617,0.038204,-0.392660,-0.379006,0.129950,-0.494641,-0.362587,0.102758,-0.456966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,11.066667,-67.459160,-18.122402,59.249084,-0.352452,0.091403,-0.446989,0.000634,-0.050755,-0.056242,-0.037863,0.531528,0.042138,0.044624,0.027206,0.723486,0.008617,0.011618,0.010657,0.865186,-0.318367,0.038432,-0.392236,-0.377303,0.131901,-0.493021,-0.361484,0.104162,-0.455840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,11.075000,-65.928345,-19.715559,58.294182,-0.351307,0.092409,-0.445539,0.000443,-0.050755,-0.056242,-0.037863,0.469405,0.042138,0.044624,0.027206,0.654236,0.008617,0.011618,0.010657,0.874740,-0.317788,0.037999,-0.391490,-0.375691,0.134328,-0.491018,-0.360291,0.105118,-0.454207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,11.083333,-66.699989,-14.264488,60.172668,-0.350318,0.093589,-0.444226,0.000424,-0.050755,-0.056242,-0.037863,0.671422,0.042138,0.044624,0.027206,0.791825,0.008617,0.011618,0.010657,0.895469,-0.317493,0.037689,-0.390912,-0.374451,0.136274,-0.489214,-0.358894,0.106979,-0.452630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,11.091667,-65.509285,-13.277564,59.966351,-0.349058,0.095553,-0.442745,0.000266,-0.050755,-0.056242,-0.037863,0.758827,0.042138,0.044624,0.027206,0.929631,0.008617,0.011618,0.010657,0.864477,-0.317238,0.037752,-0.390594,-0.372500,0.140137,-0.486849,-0.357363,0.108883,-0.450841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,11.100000,-64.055908,-13.834821,59.404438,-0.347816,0.097251,-0.441214,0.000246,-0.050755,-0.056242,-0.037863,0.758827,0.042138,0.044624,0.027206,0.929631,0.008617,0.011618,0.010657,0.864477,-0.316777,0.037611,-0.389964,-0.370673,0.143528,-0.484594,-0.355997,0.110618,-0.449084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,11.108333,-66.685150,-3.961368,63.900360,-0.347260,0.098236,-0.440132,0.000321,-0.050755,-0.056242,-0.037863,0.945690,0.042138,0.044624,0.027206,0.899166,0.008617,0.011618,0.010657,0.845744,-0.316557,0.037496,-0.389694,-0.370169,0.145307,-0.483134,-0.355094,0.111851,-0.447543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,11.116667,-66.315910,-2.056091,64.366585,-0.346183,0.099433,-0.438843,0.000406,-0.050755,-0.056242,-0.037863,0.925210,0.042138,0.044624,0.027206,0.683094,0.008617,0.011618,0.010657,0.724800,-0.316251,0.037376,-0.389277,-0.368548,0.147653,-0.481143,-0.353814,0.113178,-0.446067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,11.125000,-63.030880,-7.618906,60.860088,-0.344942,0.100867,-0.437257,0.000382,-0.050755,-0.056242,-0.037863,0.921197,0.042138,0.044624,0.027206,0.752939,0.008617,0.011618,0.010657,0.795105,-0.315925,0.037609,-0.388711,-0.366441,0.150127,-0.478574,-0.352512,0.114789,-0.444452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,11.133333,-62.593727,-5.684073,61.016319,-0.344034,0.102117,-0.435995,0.000304,-0.050755,-0.056242,-0.037863,0.921197,0.042138,0.044624,0.027206,0.752939,0.008617,0.011618,0.010657,0.795105,-0.315889,0.037776,-0.388521,-0.364811,0.152188,-0.476601,-0.351438,0.116331,-0.442837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,11.141667,-61.428940,-5.445749,60.122555,-0.342838,0.103418,-0.434604,0.000253,-0.050755,-0.056242,-0.037863,0.940456,0.042138,0.044624,0.027206,0.846515,0.008617,0.011618,0.010657,0.785940,-0.315750,0.038021,-0.388382,-0.362723,0.154310,-0.474284,-0.350042,0.117920,-0.441142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,11.150000,-58.661201,-10.438612,56.573368,-0.341339,0.104855,-0.432923,0.000211,-0.050755,-0.056242,-0.037863,0.850626,0.042138,0.044624,0.027206,0.976146,0.008617,0.011618,0.010657,0.891814,-0.315508,0.038317,-0.388057,-0.360129,0.156555,-0.471318,-0.348345,0.119753,-0.439416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,11.158333,-57.339527,-10.278278,55.494228,-0.340031,0.106282,-0.431104,0.000274,-0.050755,-0.056242,-0.037863,0.850626,0.042138,0.044624,0.027206,0.976146,0.008617,0.011618,0.010657,0.891814,-0.315395,0.038542,-0.387847,-0.357796,0.158813,-0.468296,-0.346837,0.121603,-0.437214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,11.166667,-55.217010,-12.259439,53.343773,-0.338628,0.108191,-0.429170,0.000358,-0.050755,-0.056242,-0.037863,0.748095,0.042138,0.044624,0.027206,0.871980,0.008617,0.011618,0.010657,0.900631,-0.315376,0.038926,-0.387912,-0.355115,0.162001,-0.464768,-0.345314,0.123789,-0.434886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,11.175000,-51.588985,-20.760397,47.803230,-0.337772,0.111359,-0.428369,0.000435,-0.050755,-0.056242,-0.037863,0.762898,0.042138,0.044624,0.027206,0.697465,0.008617,0.011618,0.010657,0.869307,-0.316658,0.039536,-0.389964,-0.352394,0.166951,-0.461239,-0.344192,0.127721,-0.433954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,11.183333,-49.185287,-9.853067,50.289513,-0.338629,0.115186,-0.429649,0.000198,-0.050755,-0.056242,-0.037863,0.835045,0.042138,0.044624,0.027206,0.938386,0.008617,0.011618,0.010657,0.916411,-0.321093,0.039854,-0.396268,-0.350719,0.174143,-0.459004,-0.344038,0.131630,-0.433699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,11.191667,-44.964626,-10.427153,47.178123,-0.340362,0.120045,-0.432820,0.000161,-0.050755,-0.056242,-0.037863,0.835045,0.042138,0.044624,0.027206,0.938386,0.008617,0.011618,0.010657,0.916411,-0.326732,0.041331,-0.405053,-0.349421,0.181525,-0.457656,-0.344914,0.137310,-0.435759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,11.200000,-45.664440,17.042902,58.661095,-0.341485,0.126601,-0.435242,0.000517,-0.050755,-0.056242,-0.037863,0.950061,0.042138,0.044624,0.027206,0.934273,0.008617,0.011618,0.010657,0.964195,-0.331313,0.046184,-0.413259,-0.348332,0.190780,-0.456343,-0.344794,0.142874,-0.436131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,11.208333,-42.131832,9.898996,54.104450,-0.339795,0.129965,-0.433913,0.000439,-0.050755,-0.056242,-0.037863,0.859775,0.042138,0.044624,0.027206,0.743471,0.008617,0.011618,0.010657,0.604225,-0.330417,0.048630,-0.413954,-0.345779,0.194792,-0.453179,-0.343188,0.146477,-0.434604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,11.216667,-40.193310,-3.632824,47.403221,-0.336551,0.131387,-0.429953,0.000299,-0.050755,-0.056242,-0.037863,0.734688,0.042138,0.044624,0.027206,0.932443,0.008617,0.011618,0.010657,0.828499,-0.326500,0.050501,-0.410031,-0.342785,0.195339,-0.448827,-0.340313,0.148424,-0.431029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,11.225000,-40.979889,-2.299184,48.936417,-0.333155,0.132297,-0.425611,0.000302,-0.050755,-0.056242,-0.037863,0.734688,0.042138,0.044624,0.027206,0.932443,0.008617,0.011618,0.010657,0.828499,-0.322011,0.051709,-0.404797,-0.340270,0.196054,-0.445279,-0.337135,0.149219,-0.426783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,11.233333,-41.544086,-5.978477,48.177124,-0.329407,0.132371,-0.420877,0.000225,-0.050755,-0.056242,-0.037863,0.755395,0.042138,0.044624,0.027206,0.978477,0.008617,0.011618,0.010657,0.798849,-0.316970,0.052184,-0.398684,-0.337537,0.195508,-0.441522,-0.333674,0.149499,-0.422447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,11.241667,-41.313225,-14.754165,44.320744,-0.326447,0.132369,-0.416806,0.000219,-0.050755,-0.056242,-0.037863,0.808107,0.042138,0.044624,0.027206,0.859221,0.008617,0.011618,0.010657,0.967341,-0.313488,0.052446,-0.393949,-0.334745,0.195273,-0.437583,-0.331059,0.149481,-0.418914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,11.250000,-41.200981,-9.262731,46.714348,-0.324960,0.132134,-0.414477,0.000201,-0.050755,-0.056242,-0.037863,0.849851,0.042138,0.044624,0.027206,0.981261,0.008617,0.011618,0.010657,0.879319,-0.312468,0.051835,-0.392250,-0.332945,0.195527,-0.435025,-0.329436,0.149097,-0.416171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,11.258333,-42.053921,0.766206,50.977520,-0.323762,0.131094,-0.411973,0.000312,-0.050755,-0.056242,-0.037863,0.849851,0.042138,0.044624,0.027206,0.981261,0.008617,0.011618,0.010657,0.879319,-0.311967,0.050830,-0.390294,-0.331493,0.194664,-0.432428,-0.327787,0.147865,-0.413219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,11.266667,-42.326206,-1.882026,49.628021,-0.321685,0.128561,-0.407885,0.000280,-0.050755,-0.056242,-0.037863,0.780728,0.042138,0.044624,0.027206,0.987351,0.008617,0.011618,0.010657,0.790333,-0.309969,0.048460,-0.385268,-0.329259,0.191874,-0.429020,-0.325790,0.145423,-0.409387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,11.275000,-43.323872,-5.443611,48.325771,-0.318753,0.124903,-0.402426,0.000261,-0.050755,-0.056242,-0.037863,0.813378,0.042138,0.044624,0.027206,0.980759,0.008617,0.011618,0.010657,0.832286,-0.306523,0.045393,-0.377778,-0.326667,0.187660,-0.424992,-0.323037,0.141721,-0.404527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,11.283333,-44.549767,-8.745565,47.458820,-0.315612,0.120528,-0.396852,0.000229,-0.050755,-0.056242,-0.037863,0.813378,0.042138,0.044624,0.027206,0.980759,0.008617,0.011618,0.010657,0.832286,-0.302483,0.041772,-0.369986,-0.324117,0.182585,-0.421078,-0.320210,0.137279,-0.399508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,11.291667,-44.753189,-23.901039,40.820118,-0.312930,0.118111,-0.393390,0.000435,-0.050755,-0.056242,-0.037863,0.848295,0.042138,0.044624,0.027206,0.985569,0.008617,0.011618,0.010657,0.861861,-0.299792,0.038449,-0.364775,-0.321572,0.179673,-0.418058,-0.317479,0.136108,-0.397302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,11.300000,-43.319183,-11.517173,47.060890,-0.313569,0.120351,-0.393698,0.001107,-0.050755,-0.056242,-0.037863,0.485429,0.042138,0.044624,0.027206,0.330987,0.008617,0.011618,0.010657,0.643163,-0.300932,0.039589,-0.367176,-0.321759,0.185061,-0.417244,-0.318163,0.136121,-0.396580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
