,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,"BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3",BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,Unlabeled 1113,Unlabeled 1113,Unlabeled 1113,Unlabeled 1114,Unlabeled 1114,Unlabeled 1114
,ID,"EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","C40A0","C40A0","C40A0","C4070","C4070","C4070","C4090","C4090","C4090","C4030","C4030","C4030","C40B0","C40B0","C40B0"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1188,9.900000,-64.107933,-46.434341,-2.067219,-0.173673,0.119880,0.518611,0.000315,-0.050755,-0.056242,-0.037863,0.751757,0.042138,0.044624,0.027206,0.612568,0.008617,0.011618,0.010657,0.765193,-0.182495,0.038620,0.539315,-0.163393,0.184263,0.501836,-0.175118,0.136781,0.514671,,,,,,
1189,9.908333,-72.386810,-49.518074,-9.648496,-0.175223,0.119300,0.523472,0.000490,-0.050755,-0.056242,-0.037863,0.904953,0.042138,0.044624,0.027206,0.936848,0.008617,0.011618,0.010657,0.861439,-0.185571,0.038175,0.547275,-0.163956,0.183594,0.504578,-0.176174,0.136066,0.518586,,,,,,
1190,9.916667,-78.705826,-51.165760,-14.991526,-0.176618,0.118708,0.526287,0.000580,-0.050755,-0.056242,-0.037863,0.827261,0.042138,0.044624,0.027206,0.793755,0.008617,0.011618,0.010657,0.852449,-0.187814,0.038054,0.552680,-0.164746,0.182620,0.505557,-0.177349,0.135344,0.520663,,,,,,
1191,9.925000,-68.930573,-44.827950,-2.692209,-0.177342,0.117799,0.528011,0.000394,-0.050755,-0.056242,-0.037863,0.710908,0.042138,0.044624,0.027206,0.722232,0.008617,0.011618,0.010657,0.851128,-0.188715,0.038293,0.555072,-0.165206,0.180662,0.506218,-0.178116,0.134417,0.522751,,,,,,
1192,9.933333,-85.284607,-52.633595,-21.168839,-0.177462,0.117822,0.528562,0.000640,-0.050755,-0.056242,-0.037863,0.940528,0.042138,0.044624,0.027206,0.872485,0.008617,0.011618,0.010657,0.859001,-0.189453,0.037559,0.556706,-0.165076,0.181410,0.506680,-0.177917,0.134374,0.522344,,,,,,
1193,9.941667,-69.448212,-44.846634,-2.739940,-0.177024,0.117594,0.526604,0.000609,-0.050755,-0.056242,-0.037863,0.891793,0.042138,0.044624,0.027206,0.734645,0.008617,0.011618,0.010657,0.757752,-0.188582,0.038224,0.554383,-0.164660,0.180760,0.504072,-0.177856,0.133757,0.521373,,,,,,
1194,9.950000,-69.951775,-44.068840,-2.408190,-0.177099,0.116628,0.526770,0.000373,-0.050755,-0.056242,-0.037863,0.947011,0.042138,0.044624,0.027206,0.868632,0.008617,0.011618,0.010657,0.859642,-0.189108,0.037856,0.555600,-0.164407,0.178889,0.503544,-0.177794,0.133119,0.521175,,,,,,
1195,9.958333,-79.998001,-48.440453,-11.860296,-0.177622,0.115725,0.527585,0.000593,-0.050755,-0.056242,-0.037863,0.775450,0.042138,0.044624,0.027206,0.701634,0.008617,0.011618,0.010657,0.815657,-0.190598,0.037600,0.559451,-0.164201,0.177748,0.502276,-0.178119,0.131729,0.521074,,,,,,
1196,9.966667,-77.023003,-44.799797,-6.010636,-0.177910,0.114351,0.527907,0.000488,-0.050755,-0.056242,-0.037863,0.855734,0.042138,0.044624,0.027206,0.778797,0.008617,0.011618,0.010657,0.838587,-0.191700,0.037812,0.562438,-0.163843,0.174898,0.500287,-0.178219,0.130291,0.521017,,,,,,
1197,9.975000,-86.808273,-49.093536,-15.969694,-0.177750,0.113625,0.526545,0.000469,-0.050755,-0.056242,-0.037863,0.759157,0.042138,0.044624,0.027206,0.794759,0.008617,0.011618,0.010657,0.871434,-0.191913,0.037535,0.562797,-0.163563,0.173687,0.498103,-0.177823,0.129573,0.518770,,,,,,
1198,9.983333,-74.735535,-41.547070,-1.100888,-0.176933,0.112920,0.523336,0.000583,-0.050755,-0.056242,-0.037863,0.888381,0.042138,0.044624,0.027206,0.720861,0.008617,0.011618,0.010657,0.757554,-0.191021,0.037734,0.560232,-0.162537,0.172581,0.493478,-0.177273,0.128401,0.516317,,,,,,
1199,9.991667,-80.372879,-43.944534,-5.882545,-0.176650,0.111491,0.521725,0.000362,-0.050755,-0.056242,-0.037863,0.904527,0.042138,0.044624,0.027206,0.833825,0.008617,0.011618,0.010657,0.875865,-0.191196,0.037456,0.560767,-0.161891,0.169884,0.490593,-0.176882,0.127094,0.513832,,,,,,
1200,10.000000,-79.877380,-40.676285,-1.812965,-0.176852,0.109547,0.521054,0.000326,-0.050755,-0.056242,-0.037863,0.935594,0.042138,0.044624,0.027206,0.899320,0.008617,0.011618,0.010657,0.836337,-0.191973,0.038218,0.563635,-0.161560,0.165750,0.486886,-0.177021,0.124677,0.512640,,,,,,
1201,10.008333,-82.091858,-37.852024,0.362745,-0.177021,0.107091,0.522756,0.000213,-0.050755,-0.056242,-0.037863,0.935594,0.042138,0.044624,0.027206,0.899320,0.008617,0.011618,0.010657,0.836337,-0.193340,0.039331,0.570258,-0.161347,0.159257,0.484912,-0.177114,0.122033,0.513091,,,,,,
1202,10.016667,-102.857521,-47.456005,-19.337776,-0.177263,0.105358,0.523094,0.000211,-0.050755,-0.056242,-0.037863,0.902355,0.042138,0.044624,0.027206,0.748971,0.008617,0.011618,0.010657,0.911156,-0.194235,0.040766,0.575017,-0.161031,0.155488,0.482793,-0.176864,0.119540,0.511464,,,,,,
1203,10.025000,-90.796799,-40.525021,-4.383616,-0.175817,0.104095,0.518705,0.000197,-0.050755,-0.056242,-0.037863,0.966415,0.042138,0.044624,0.027206,0.762693,0.008617,0.011618,0.010657,0.895205,-0.192752,0.040626,0.571647,-0.159553,0.153187,0.476827,-0.175748,0.117922,0.507631,,,,,,
1204,10.033333,-94.610275,-43.130062,-8.518942,-0.174541,0.101640,0.512465,0.000175,-0.050755,-0.056242,-0.037863,0.911191,0.042138,0.044624,0.027206,0.801672,0.008617,0.011618,0.010657,0.911212,-0.191201,0.038266,0.565740,-0.158513,0.150659,0.470566,-0.174397,0.115560,0.501076,,,,,,
1205,10.041667,-80.511543,-30.418142,8.361313,-0.172833,0.100033,0.506163,0.000348,-0.050755,-0.056242,-0.037863,0.931743,0.042138,0.044624,0.027206,0.778942,0.008617,0.011618,0.010657,0.987410,-0.189456,0.037009,0.559098,-0.157112,0.148234,0.463498,-0.173307,0.113587,0.495871,,,,,,
1206,10.050000,-89.000786,-36.105934,1.010082,-0.172190,0.098300,0.504390,0.000382,-0.050755,-0.056242,-0.037863,0.800025,0.042138,0.044624,0.027206,0.703715,0.008617,0.011618,0.010657,0.643268,-0.189543,0.038030,0.560082,-0.156140,0.144123,0.460068,-0.172454,0.111324,0.492981,,,,,,
1207,10.058333,-104.505722,-44.677135,-13.759061,-0.172460,0.096246,0.502860,0.000252,-0.050755,-0.056242,-0.037863,0.772767,0.042138,0.044624,0.027206,0.532160,0.008617,0.011618,0.010657,0.728710,-0.190257,0.038288,0.561785,-0.155755,0.140764,0.456914,-0.171811,0.109312,0.489859,,,,,,
1208,10.066667,-90.176956,-33.374302,3.844267,-0.171257,0.094791,0.499038,0.000335,-0.050755,-0.056242,-0.037863,0.807966,0.042138,0.044624,0.027206,0.666887,0.008617,0.011618,0.010657,0.734591,-0.189121,0.038095,0.558392,-0.154556,0.137918,0.451687,-0.171339,0.107221,0.486995,,,,,,
1209,10.075000,-93.610588,-35.018467,1.167266,-0.171017,0.092598,0.497111,0.000901,-0.050755,-0.056242,-0.037863,0.647680,0.042138,0.044624,0.027206,0.591661,0.008617,0.011618,0.010657,0.858455,-0.188996,0.037752,0.557422,-0.154009,0.134638,0.449534,-0.170809,0.105483,0.484358,,,,,,
1210,10.083333,-99.293602,-38.373211,-4.048743,-0.170504,0.092226,0.495484,0.000811,-0.050755,-0.056242,-0.037863,0.703660,0.042138,0.044624,0.027206,0.605869,0.008617,0.011618,0.010657,0.864845,-0.189013,0.038713,0.557115,-0.153070,0.133408,0.447272,-0.170074,0.104771,0.482060,,,,,,
1211,10.091667,-95.705544,-35.544018,0.077257,-0.169728,0.092023,0.492789,0.000789,-0.050755,-0.056242,-0.037863,0.648553,0.042138,0.044624,0.027206,0.644135,0.008617,0.011618,0.010657,0.824270,-0.188075,0.038570,0.554212,-0.152387,0.133247,0.444300,-0.169581,0.104221,0.479836,,,,,,
1212,10.100000,-92.323364,-32.323685,3.761635,-0.169250,0.091471,0.491194,0.000833,-0.050755,-0.056242,-0.037863,0.614302,0.042138,0.044624,0.027206,0.520871,0.008617,0.011618,0.010657,0.798811,-0.187669,0.037792,0.552267,-0.152070,0.132262,0.442901,-0.169122,0.104188,0.478392,,,,,,
1213,10.108333,-96.653534,-36.400139,-1.346339,-0.169050,0.092027,0.490851,0.000793,-0.050755,-0.056242,-0.037863,0.638735,0.042138,0.044624,0.027206,0.600286,0.008617,0.011618,0.010657,0.887144,-0.187578,0.038388,0.552012,-0.151636,0.133334,0.442676,-0.168667,0.104458,0.477842,,,,,,
1214,10.116667,-95.661034,-35.951519,-0.695659,-0.169049,0.092331,0.491136,0.000825,-0.050755,-0.056242,-0.037863,0.661576,0.042138,0.044624,0.027206,0.679656,0.008617,0.011618,0.010657,0.863195,-0.187584,0.038132,0.551920,-0.151376,0.134179,0.443234,-0.168754,0.104972,0.478244,,,,,,
1215,10.125000,-92.060196,-33.530369,2.348977,-0.169055,0.092924,0.492064,0.000897,-0.050755,-0.056242,-0.037863,0.635237,0.042138,0.044624,0.027206,0.636199,0.008617,0.011618,0.010657,0.857685,-0.187545,0.037686,0.551794,-0.151497,0.135360,0.444881,-0.168695,0.106014,0.479497,,,,,,
1216,10.133333,-95.608673,-38.012383,-3.669822,-0.168858,0.095124,0.494040,0.000390,-0.050755,-0.056242,-0.037863,0.635237,0.042138,0.044624,0.027206,0.636199,0.008617,0.011618,0.010657,0.857685,-0.187750,0.037893,0.552516,-0.151529,0.138400,0.447921,-0.168841,0.107700,0.481636,,,,,,
1217,10.141667,-96.116173,-39.756260,-5.818552,-0.169472,0.096454,0.496315,0.000329,-0.050755,-0.056242,-0.037863,0.793303,0.042138,0.044624,0.027206,0.499282,0.008617,0.011618,0.010657,0.777374,-0.188004,0.037679,0.553468,-0.152439,0.141148,0.451290,-0.169289,0.109352,0.484147,,,,,,
1218,10.150000,-89.585670,-36.228649,0.108323,-0.170061,0.098007,0.498420,0.000252,-0.050755,-0.056242,-0.037863,0.817612,0.042138,0.044624,0.027206,0.529277,0.008617,0.011618,0.010657,0.853565,-0.188211,0.037495,0.554096,-0.153136,0.144182,0.454223,-0.169799,0.111475,0.486914,,,,,,
1219,10.158333,-92.095284,-40.260509,-4.745198,-0.170885,0.099889,0.500890,0.000243,-0.050755,-0.056242,-0.037863,0.864088,0.042138,0.044624,0.027206,0.667263,0.008617,0.011618,0.010657,0.881428,-0.188384,0.037539,0.554886,-0.154217,0.148268,0.458100,-0.170590,0.113336,0.489665,,,,,,
1220,10.166667,-87.136330,-37.982899,-0.203859,-0.171685,0.101222,0.502723,0.000269,-0.050755,-0.056242,-0.037863,0.901201,0.042138,0.044624,0.027206,0.820247,0.008617,0.011618,0.010657,0.878245,-0.188608,0.037359,0.555619,-0.155097,0.151209,0.460551,-0.171182,0.115197,0.491995,,,,,,
1221,10.175000,-83.069168,-35.914631,2.853198,-0.172052,0.102612,0.504735,0.000270,-0.050755,-0.056242,-0.037863,0.975665,0.042138,0.044624,0.027206,0.906810,0.008617,0.011618,0.010657,0.893512,-0.188647,0.037319,0.555854,-0.155734,0.153675,0.463787,-0.171771,0.116785,0.494556,,,,,,
1222,10.183333,-87.959885,-41.429123,-4.450959,-0.172659,0.103801,0.506935,0.000359,-0.050755,-0.056242,-0.037863,0.966295,0.042138,0.044624,0.027206,0.909656,0.008617,0.011618,0.010657,0.863724,-0.188994,0.037197,0.556740,-0.156317,0.156435,0.467320,-0.172146,0.118172,0.496742,,,,,,
1223,10.191667,-83.152794,-38.748974,-0.284865,-0.172961,0.105058,0.508932,0.000278,-0.050755,-0.056242,-0.037863,0.974307,0.042138,0.044624,0.027206,0.910421,0.008617,0.011618,0.010657,0.888746,-0.189131,0.037418,0.557159,-0.157002,0.158080,0.470413,-0.172591,0.119761,0.499217,,,,,,
1224,10.200000,-85.080727,-41.511536,-4.080307,-0.173466,0.106161,0.510869,0.000249,-0.050755,-0.056242,-0.037863,0.967606,0.042138,0.044624,0.027206,0.934283,0.008617,0.011618,0.010657,0.897408,-0.189297,0.037450,0.557562,-0.157795,0.160062,0.473726,-0.173272,0.120953,0.501307,,,,,,
1225,10.208333,-83.214447,-41.209873,-3.754369,-0.173683,0.107645,0.513301,0.000213,-0.050755,-0.056242,-0.037863,0.916362,0.042138,0.044624,0.027206,0.900298,0.008617,0.011618,0.010657,0.948465,-0.189468,0.037846,0.557990,-0.158102,0.162123,0.477855,-0.173460,0.123003,0.504034,,,,,,
1226,10.216667,-83.840523,-42.921242,-6.557229,-0.174202,0.108995,0.516255,0.000241,-0.050755,-0.056242,-0.037863,0.859655,0.042138,0.044624,0.027206,0.810917,0.008617,0.011618,0.010657,0.931539,-0.189731,0.037977,0.558694,-0.158829,0.164329,0.482809,-0.174010,0.124736,0.507231,,,,,,
1227,10.225000,-81.151543,-42.732876,-5.545903,-0.174882,0.110422,0.518863,0.000284,-0.050755,-0.056242,-0.037863,0.815189,0.042138,0.044624,0.027206,0.766858,0.008617,0.011618,0.010657,0.929625,-0.189840,0.038088,0.558935,-0.159904,0.166715,0.487266,-0.174865,0.126532,0.510354,,,,,,
1228,10.233333,-80.643242,-44.652374,-7.999173,-0.175244,0.112745,0.520996,0.000382,-0.050755,-0.056242,-0.037863,0.827859,0.042138,0.044624,0.027206,0.690211,0.008617,0.011618,0.010657,0.837405,-0.189509,0.038445,0.557725,-0.160928,0.170391,0.492292,-0.175257,0.129468,0.512941,,,,,,
1229,10.241667,-84.032013,-50.121628,-17.413736,-0.174513,0.117393,0.519304,0.000304,-0.050755,-0.056242,-0.037863,0.943235,0.042138,0.044624,0.027206,0.771153,0.008617,0.011618,0.010657,0.816539,-0.187148,0.039591,0.549765,-0.161575,0.178067,0.495918,-0.174794,0.134557,0.512214,,,,,,
1230,10.250000,-60.188282,-40.973572,4.093482,-0.173129,0.123824,0.514671,0.000158,-0.050755,-0.056242,-0.037863,0.925723,0.042138,0.044624,0.027206,0.940533,0.008617,0.011618,0.010657,0.989120,-0.183315,0.043026,0.536984,-0.161765,0.187186,0.496398,-0.174295,0.141280,0.510622,,,,,,
1231,10.258333,-60.377590,-44.969906,0.020339,-0.172780,0.129459,0.514251,0.000382,-0.050755,-0.056242,-0.037863,0.925723,0.042138,0.044624,0.027206,0.940533,0.008617,0.011618,0.010657,0.989120,-0.181549,0.047884,0.531927,-0.162483,0.194151,0.499722,-0.174277,0.146404,0.511078,,,,,,
1232,10.266667,-63.732933,-48.525074,-5.094526,-0.173394,0.132914,0.517741,0.000293,-0.050755,-0.056242,-0.037863,0.793811,0.042138,0.044624,0.027206,0.929762,0.008617,0.011618,0.010657,0.830980,-0.181632,0.050731,0.534259,-0.163669,0.197883,0.504512,-0.174862,0.150163,0.514440,,,,,,
1233,10.275000,-61.133930,-46.524902,-1.129023,-0.174519,0.134595,0.522759,0.000274,-0.050755,-0.056242,-0.037863,0.877866,0.042138,0.044624,0.027206,0.918074,0.008617,0.011618,0.010657,0.908931,-0.182452,0.052654,0.540192,-0.164902,0.199410,0.508575,-0.176181,0.151764,0.519497,,,,,,
1234,10.283333,-65.387291,-47.829849,-4.029177,-0.175827,0.135109,0.529732,0.000276,-0.050755,-0.056242,-0.037863,0.852302,0.042138,0.044624,0.027206,0.938905,0.008617,0.011618,0.010657,0.895608,-0.183985,0.053901,0.549810,-0.166174,0.198860,0.513778,-0.177281,0.152641,0.525578,,,,,,
1235,10.291667,-72.168427,-50.900440,-10.408908,-0.177046,0.135868,0.536094,0.000237,-0.050755,-0.056242,-0.037863,0.813760,0.042138,0.044624,0.027206,0.792799,0.008617,0.011618,0.010657,0.956039,-0.185340,0.054916,0.558296,-0.167373,0.199402,0.518805,-0.178397,0.153333,0.531160,,,,,,
1236,10.300000,-72.433273,-51.171837,-10.507379,-0.177700,0.136849,0.539897,0.000245,-0.050755,-0.056242,-0.037863,0.902160,0.042138,0.044624,0.027206,0.827811,0.008617,0.011618,0.010657,0.910199,-0.185618,0.056075,0.562281,-0.168302,0.200336,0.522439,-0.179147,0.154198,0.534946,,,,,,
1237,10.308333,-67.808975,-49.499538,-5.903854,-0.178482,0.137197,0.542101,0.000228,-0.050755,-0.056242,-0.037863,0.857447,0.042138,0.044624,0.027206,0.812883,0.008617,0.011618,0.010657,0.933958,-0.185910,0.056115,0.563407,-0.169352,0.201028,0.525236,-0.180154,0.154505,0.537638,,,,,,
1238,10.316667,-65.846764,-48.279003,-4.162516,-0.179774,0.136676,0.545184,0.000288,-0.050755,-0.056242,-0.037863,0.808255,0.042138,0.044624,0.027206,0.861594,0.008617,0.011618,0.010657,0.936052,-0.187538,0.055593,0.565721,-0.170379,0.200671,0.528769,-0.181370,0.153829,0.541040,,,,,,
1239,10.325000,-68.621063,-48.703384,-6.709095,-0.181949,0.134494,0.549757,0.000270,-0.050755,-0.056242,-0.037863,0.834161,0.042138,0.044624,0.027206,0.857047,0.008617,0.011618,0.010657,0.949170,-0.190781,0.053691,0.571300,-0.171765,0.198173,0.532681,-0.183269,0.151679,0.545265,,,,,,
1240,10.333333,-68.837151,-47.075378,-5.575092,-0.184285,0.131088,0.555410,0.000227,-0.050755,-0.056242,-0.037863,0.888135,0.042138,0.044624,0.027206,0.894982,0.008617,0.011618,0.010657,0.963167,-0.194466,0.050742,0.578743,-0.173013,0.194285,0.536864,-0.185356,0.148278,0.550608,,,,,,
1241,10.341667,-74.682213,-48.603355,-10.729235,-0.186568,0.127247,0.561536,0.000230,-0.050755,-0.056242,-0.037863,0.881455,0.042138,0.044624,0.027206,0.870439,0.008617,0.011618,0.010657,0.957584,-0.197828,0.047712,0.586970,-0.174485,0.189757,0.541578,-0.187365,0.144318,0.556043,,,,,,
1242,10.350000,-75.863800,-48.173538,-10.666988,-0.188320,0.123157,0.567044,0.000220,-0.050755,-0.056242,-0.037863,0.893271,0.042138,0.044624,0.027206,0.869495,0.008617,0.011618,0.010657,0.950181,-0.200103,0.044236,0.594225,-0.175853,0.185130,0.545712,-0.188983,0.140143,0.561179,,,,,,
1243,10.358333,-76.763084,-48.057327,-10.789406,-0.189719,0.118720,0.571761,0.000246,-0.050755,-0.056242,-0.037863,0.855756,0.042138,0.044624,0.027206,0.845733,0.008617,0.011618,0.010657,0.962889,-0.201611,0.040324,0.599991,-0.177130,0.180273,0.549608,-0.190387,0.135616,0.565661,,,,,,
1244,10.366667,-74.008949,-46.520821,-7.571469,-0.190076,0.116697,0.574999,0.000472,-0.050755,-0.056242,-0.037863,0.653386,0.042138,0.044624,0.027206,0.885136,0.008617,0.011618,0.010657,0.560109,-0.203149,0.036876,0.603945,-0.177374,0.178318,0.552634,-0.189738,0.134827,0.568445,,,,,,
1245,10.375000,-92.887863,-54.813152,-29.892330,-0.190668,0.119153,0.574502,0.001003,-0.050755,-0.056242,-0.037863,0.574810,0.042138,0.044624,0.027206,0.458275,0.008617,0.011618,0.010657,0.691314,-0.202497,0.038713,0.602468,-0.178357,0.183684,0.552618,-0.191254,0.134877,0.568510,,,,,,
1246,10.383333,-62.380260,-40.358070,4.161605,-0.190886,0.119057,0.574846,0.000454,-0.050755,-0.056242,-0.037863,0.574810,0.042138,0.044624,0.027206,0.458275,0.008617,0.011618,0.010657,0.691314,-0.201663,0.039589,0.600269,-0.179071,0.182106,0.553874,-0.191909,0.135510,0.570380,,,,,,
1247,10.391667,-85.647476,-53.420334,-23.363249,-0.191704,0.118754,0.577384,0.000340,-0.050755,-0.056242,-0.037863,0.856857,0.042138,0.044624,0.027206,0.899277,0.008617,0.011618,0.010657,0.777094,-0.202872,0.038243,0.603087,-0.180067,0.182150,0.557708,-0.192196,0.135820,0.571375,,,,,,
1248,10.400000,-75.775223,-49.972542,-12.286410,-0.191439,0.119505,0.577932,0.000708,-0.050755,-0.056242,-0.037863,0.821230,0.042138,0.044624,0.027206,0.921776,0.008617,0.011618,0.010657,0.843043,-0.202807,0.038811,0.603439,-0.179328,0.183793,0.557611,-0.192238,0.135807,0.572787,,,,,,
1249,10.408333,-74.132477,-49.192226,-11.085658,-0.191716,0.118946,0.578214,0.000334,-0.050755,-0.056242,-0.037863,0.754602,0.042138,0.044624,0.027206,0.653521,0.008617,0.011618,0.010657,0.771550,-0.202760,0.038710,0.602554,-0.179733,0.182506,0.558927,-0.192656,0.135617,0.573164,,,,,,
1250,10.416667,-68.922958,-44.868813,-4.050255,-0.192880,0.118343,0.580866,0.000271,-0.050755,-0.056242,-0.037863,0.960153,0.042138,0.044624,0.027206,0.904484,0.008617,0.011618,0.010657,0.865726,-0.204693,0.038843,0.606200,-0.180160,0.181152,0.560469,-0.193774,0.135058,0.575920,,,,,,
1251,10.425000,-82.455231,-49.704624,-16.841448,-0.194873,0.117189,0.585303,0.000422,-0.050755,-0.056242,-0.037863,0.890227,0.042138,0.044624,0.027206,0.955312,0.008617,0.011618,0.010657,0.869954,-0.208417,0.038413,0.614527,-0.181108,0.179481,0.562395,-0.195120,0.133619,0.579009,,,,,,
1252,10.433333,-87.683769,-50.579720,-21.422932,-0.195859,0.116583,0.587466,0.000411,-0.050755,-0.056242,-0.037863,0.854536,0.042138,0.044624,0.027206,0.835288,0.008617,0.011618,0.010657,0.869508,-0.210385,0.038179,0.618503,-0.181604,0.178182,0.563506,-0.195626,0.133314,0.580419,,,,,,
1253,10.441667,-81.258820,-48.427567,-14.344108,-0.195782,0.116499,0.586309,0.000481,-0.050755,-0.056242,-0.037863,0.938129,0.042138,0.044624,0.027206,0.831860,0.008617,0.011618,0.010657,0.806690,-0.209575,0.038669,0.616721,-0.181720,0.178280,0.562221,-0.196060,0.132529,0.579989,,,,,,
1254,10.450000,-76.939476,-45.758324,-8.825265,-0.195473,0.115888,0.586050,0.000361,-0.050755,-0.056242,-0.037863,0.863089,0.042138,0.044624,0.027206,0.853948,0.008617,0.011618,0.010657,0.895446,-0.209785,0.038030,0.617284,-0.181040,0.177235,0.561276,-0.195618,0.132350,0.579612,,,,,,
1255,10.458333,-87.121521,-49.409523,-19.006477,-0.195650,0.115183,0.585443,0.000497,-0.050755,-0.056242,-0.037863,0.916700,0.042138,0.044624,0.027206,0.815305,0.008617,0.011618,0.010657,0.810002,-0.210365,0.038384,0.618290,-0.180902,0.176164,0.559596,-0.195700,0.130972,0.578457,,,,,,
1256,10.466667,-75.421349,-41.309044,-3.610548,-0.196064,0.113451,0.586458,0.000316,-0.050755,-0.056242,-0.037863,0.947097,0.042138,0.044624,0.027206,0.898266,0.008617,0.011618,0.010657,0.847893,-0.211787,0.038169,0.621435,-0.180315,0.172802,0.558350,-0.196089,0.129390,0.579581,,,,,,
1257,10.475000,-92.973495,-48.122707,-20.558456,-0.197099,0.111806,0.587978,0.000272,-0.050755,-0.056242,-0.037863,0.889753,0.042138,0.044624,0.027206,0.913783,0.008617,0.011618,0.010657,0.917164,-0.214153,0.038097,0.626806,-0.180554,0.169820,0.557769,-0.196608,0.127473,0.579370,,,,,,
1258,10.483333,-83.883400,-41.578758,-7.349016,-0.197758,0.109924,0.588997,0.000251,-0.050755,-0.056242,-0.037863,0.872451,0.042138,0.044624,0.027206,0.942614,0.008617,0.011618,0.010657,0.909046,-0.215433,0.038941,0.630696,-0.180505,0.165605,0.555910,-0.197318,0.125260,0.580366,,,,,,
1259,10.491667,-90.684105,-43.137821,-12.133530,-0.198145,0.107480,0.590732,0.000216,-0.050755,-0.056242,-0.037863,0.922786,0.042138,0.044624,0.027206,0.605462,0.008617,0.011618,0.010657,0.959454,-0.216902,0.038584,0.635755,-0.180961,0.160407,0.555542,-0.197423,0.122691,0.580928,,,,,,
1260,10.500000,-98.208214,-45.291523,-18.426197,-0.197703,0.105986,0.589174,0.000204,-0.050755,-0.056242,-0.037863,0.933594,0.042138,0.044624,0.027206,0.735384,0.008617,0.011618,0.010657,0.870676,-0.217342,0.038395,0.636707,-0.179780,0.158135,0.552362,-0.196600,0.120888,0.578488,,,,,,
1261,10.508333,-87.295769,-39.054924,-5.233491,-0.196772,0.104760,0.585510,0.000271,-0.050755,-0.056242,-0.037863,0.933594,0.042138,0.044624,0.027206,0.735384,0.008617,0.011618,0.010657,0.870676,-0.216047,0.038174,0.633638,-0.178466,0.156790,0.547252,-0.196133,0.118968,0.575647,,,,,,
1262,10.516667,-88.550102,-38.185726,-4.981912,-0.196036,0.102786,0.583432,0.000238,-0.050755,-0.056242,-0.037863,0.923219,0.042138,0.044624,0.027206,0.922069,0.008617,0.011618,0.010657,0.827905,-0.215897,0.037813,0.633202,-0.177705,0.152656,0.544092,-0.195464,0.117038,0.573027,,,,,,
1263,10.525000,-99.910995,-43.299358,-15.583417,-0.195757,0.101545,0.581769,0.000198,-0.050755,-0.056242,-0.037863,0.870450,0.042138,0.044624,0.027206,0.683794,0.008617,0.011618,0.010657,0.874388,-0.216155,0.038388,0.633851,-0.177035,0.150284,0.541138,-0.194713,0.115400,0.570329,,,,,,
